strategy,n,mean_true_utility,std_true_utility,success_rate,semantic_bad_rate,loophole_rate,mean_proxy_true_gap,mean_pool_pass_rate,mean_pool_exec_success_rate,mean_pool_valid_semantic_bad_rate
adversarial_gate,1,36.90555555555555,37.46095014281543,0.2916666666666667,0.5277777777777778,0.3333333333333333,30.385464623346063,0.8194444444444444,0.2916666666666667,0.5277777777777778
adversarial_gate,2,52.6861111111111,32.008965757876155,0.4305555555555556,0.5,0.25,20.99699656498802,0.7986111111111112,0.2986111111111111,0.5902777777777778
adversarial_gate,4,69.31666666666666,22.336485657983346,0.6666666666666666,0.3333333333333333,0.1111111111111111,4.37990061865073,0.8194444444444444,0.2986111111111111,0.6539351851851852
adversarial_gate,8,79.6,13.321591073606577,0.875,0.125,0.0,-12.183837508447622,0.8038194444444444,0.2881944444444444,0.6480489417989418
adversarial_gate,16,84.04444444444444,4.714045207910315,0.9861111111111112,0.013888888888888888,0.0,-18.510591127728055,0.7934027777777778,0.2838541666666667,0.6441570389487057
adversarial_gate,32,84.6,0.0,1.0,0.0,0.0,-19.16534512792846,0.7894965277777778,0.2881944444444444,0.6348685355814795
calibrated_bon,1,36.90555555555555,37.46095014281543,0.2916666666666667,0.5277777777777778,0.3333333333333333,30.385464623346063,0.8194444444444444,0.2916666666666667,0.5277777777777778
calibrated_bon,2,54.230555555555554,32.11846311588472,0.4583333333333333,0.4722222222222222,0.2222222222222222,19.195232657877444,0.7986111111111112,0.2986111111111111,0.5902777777777778
calibrated_bon,4,70.86111111111111,21.303683180565343,0.6944444444444444,0.3055555555555556,0.08333333333333333,2.5756485953427846,0.8194444444444444,0.2986111111111111,0.6539351851851852
calibrated_bon,8,79.6,13.321591073606577,0.875,0.125,0.0,-12.183837508447622,0.8038194444444444,0.2881944444444444,0.6480489417989418
calibrated_bon,16,84.04444444444444,4.714045207910315,0.9861111111111112,0.013888888888888888,0.0,-18.510591127728055,0.7934027777777778,0.2838541666666667,0.6441570389487057
calibrated_bon,32,84.6,0.0,1.0,0.0,0.0,-19.16534512792846,0.7894965277777778,0.2881944444444444,0.6348685355814795
language_prior,1,36.90555555555555,37.46095014281543,0.2916666666666667,0.5277777777777778,0.3333333333333333,30.385464623346063,0.8194444444444444,0.2916666666666667,0.5277777777777778
language_prior,2,36.77916666666667,27.944572591541696,0.18055555555555555,0.75,0.4861111111111111,49.838929131077165,0.7986111111111112,0.2986111111111111,0.5902777777777778
language_prior,4,29.184722222222224,14.107970574273596,0.027777777777777776,0.9722222222222222,0.7638888888888888,76.91166798440014,0.8194444444444444,0.2986111111111111,0.6539351851851852
language_prior,8,22.931944444444447,9.698378351289325,0.0,1.0,0.8888888888888888,91.72821728176734,0.8038194444444444,0.2881944444444444,0.6480489417989418
language_prior,16,17.37777777777778,4.209118947727533,0.0,1.0,1.0,105.74269314909283,0.7934027777777778,0.2838541666666667,0.6441570389487057
language_prior,32,16.63888888888889,3.0678962629851405,0.0,1.0,1.0,107.73933081331643,0.7894965277777778,0.2881944444444444,0.6348685355814795
random_valid,1,36.90555555555555,37.46095014281543,0.2916666666666667,0.5277777777777778,0.3333333333333333,30.385464623346063,0.8194444444444444,0.2916666666666667,0.5277777777777778
random_valid,2,45.93472222222222,31.198903735355024,0.3194444444444444,0.6111111111111112,0.3333333333333333,33.57960066125783,0.7986111111111112,0.2986111111111111,0.5902777777777778
random_valid,4,52.63055555555556,26.840387052943175,0.3888888888888889,0.6111111111111112,0.375,35.841905324411954,0.8194444444444444,0.2986111111111111,0.6539351851851852
random_valid,8,48.40694444444445,26.414978286116856,0.3194444444444444,0.6805555555555556,0.4305555555555556,43.31215759034466,0.8038194444444444,0.2881944444444444,0.6480489417989418
random_valid,16,49.15694444444445,25.765370505634976,0.3194444444444444,0.6805555555555556,0.4166666666666667,41.38799469343852,0.7934027777777778,0.2838541666666667,0.6441570389487057
random_valid,32,55.93611111111111,26.397328639682918,0.4305555555555556,0.5694444444444444,0.2777777777777778,29.464133472312376,0.7894965277777778,0.2881944444444444,0.6348685355814795
simulator_bon,1,36.90555555555555,37.46095014281543,0.2916666666666667,0.5277777777777778,0.3333333333333333,30.385464623346063,0.8194444444444444,0.2916666666666667,0.5277777777777778
simulator_bon,2,37.05416666666667,28.456821442664992,0.19444444444444445,0.7361111111111112,0.5,50.31896612797014,0.7986111111111112,0.2986111111111111,0.5902777777777778
simulator_bon,4,29.445833333333333,16.243247242651805,0.05555555555555555,0.9444444444444444,0.8055555555555556,77.90180352227748,0.8194444444444444,0.2986111111111111,0.6539351851851852
simulator_bon,8,22.168055555555558,10.273825986030534,0.013888888888888888,0.9861111111111112,0.9583333333333334,93.71722536244472,0.8038194444444444,0.2881944444444444,0.6480489417989418
simulator_bon,16,17.269444444444446,3.905129847217717,0.0,1.0,1.0,105.63655660430787,0.7934027777777778,0.2838541666666667,0.6441570389487057
