strategy,n,mean_true_utility,std_true_utility,success_rate,semantic_bad_rate,loophole_rate,mean_proxy_true_gap,mean_pool_pass_rate,mean_pool_exec_success_rate,mean_pool_valid_semantic_bad_rate
adversarial_gate,1,37.27430555555556,37.33244704414005,0.2881944444444444,0.5208333333333334,0.2951388888888889,27.571107848027896,0.8090277777777778,0.2881944444444444,0.5208333333333334
adversarial_gate,2,56.27395833333333,28.745904400750263,0.4583333333333333,0.5104166666666666,0.2361111111111111,22.21202924576439,0.8142361111111112,0.3159722222222222,0.6006944444444444
adversarial_gate,4,68.52291666666666,22.144086975513215,0.6423611111111112,0.3576388888888889,0.10069444444444445,5.380282671692493,0.8090277777777778,0.2925347222222222,0.6455439814814814
adversarial_gate,8,79.73888888888888,13.092334172795198,0.8784722222222222,0.12152777777777778,0.0,-12.45098267631093,0.7951388888888888,0.2951388888888889,0.6307167658730158
adversarial_gate,16,83.76666666666667,5.7229898864507955,0.9791666666666666,0.020833333333333332,0.0,-18.142468110375077,0.7894965277777778,0.2966579861111111,0.6250717453842454
adversarial_gate,32,84.46111111111111,2.3570226039551567,0.9965277777777778,0.003472222222222222,0.0,-18.98913032132376,0.7874348958333334,0.2989366319444444,0.62101698844966
adversarial_gate,64,84.6,0.0,1.0,0.0,0.0,-19.065496854931435,0.7888454861111112,0.2989366319444444,0.6212857033724553
adversarial_gate,128,84.6,0.0,1.0,0.0,0.0,-18.95038609117846,0.7919921875,0.298583984375,0.6229405363878605
calibrated_boundary,1,37.27430555555556,37.33244704414005,0.2881944444444444,0.5208333333333334,0.2951388888888889,27.571107848027896,0.8090277777777778,0.2881944444444444,0.5208333333333334
calibrated_boundary,2,57.79201388888888,28.477357692675778,0.4826388888888889,0.4861111111111111,0.21180555555555555,20.157243425080587,0.8142361111111112,0.3159722222222222,0.6006944444444444
calibrated_boundary,4,69.76458333333333,21.24160984191071,0.6631944444444444,0.3368055555555556,0.0798611111111111,3.7857574531664175,0.8090277777777778,0.2925347222222222,0.6455439814814814
calibrated_boundary,8,79.73888888888888,13.092334172795198,0.8784722222222222,0.12152777777777778,0.0,-12.45098267631093,0.7951388888888888,0.2951388888888889,0.6307167658730158
calibrated_boundary,16,83.76666666666667,5.7229898864507955,0.9791666666666666,0.020833333333333332,0.0,-18.142468110375077,0.7894965277777778,0.2966579861111111,0.6250717453842454
calibrated_boundary,32,84.46111111111111,2.3570226039551567,0.9965277777777778,0.003472222222222222,0.0,-18.98913032132376,0.7874348958333334,0.2989366319444444,0.62101698844966
calibrated_boundary,64,84.6,0.0,1.0,0.0,0.0,-19.065496854931435,0.7888454861111112,0.2989366319444444,0.6212857033724553
calibrated_boundary,128,84.6,0.0,1.0,0.0,0.0,-18.95038609117846,0.7919921875,0.298583984375,0.6229405363878605
language_prior,1,37.27430555555556,37.33244704414005,0.2881944444444444,0.5208333333333334,0.2951388888888889,27.571107848027896,0.8090277777777778,0.2881944444444444,0.5208333333333334
language_prior,2,39.52291666666667,25.713800626957635,0.1909722222222222,0.7777777777777778,0.4930555555555556,52.40859293227601,0.8142361111111112,0.3159722222222222,0.6006944444444444
language_prior,4,29.840972222222224,15.543184366022286,0.03819444444444445,0.9618055555555556,0.7222222222222222,75.81094024725023,0.8090277777777778,0.2925347222222222,0.6455439814814814
language_prior,8,23.475,10.640285684252499,0.003472222222222222,0.9965277777777778,0.8680555555555556,90.50448844544395,0.7951388888888888,0.2951388888888889,0.6307167658730158
language_prior,16,18.646875,6.6659405727558205,0.0,1.0,0.9652777777777778,102.57423358047194,0.7894965277777778,0.2966579861111111,0.6250717453842454
language_prior,32,16.592708333333334,2.960338693954938,0.0,1.0,1.0,107.80794855057695,0.7874348958333334,0.2989366319444444,0.62101698844966
language_prior,64,16.038541666666667,1.3526875912464775,0.0,1.0,1.0,109.36383084883755,0.7888454861111112,0.2989366319444444,0.6212857033724553
language_prior,128,15.899999999999999,0.0,0.0,1.0,1.0,109.82827272571018,0.7919921875,0.298583984375,0.6229405363878605
random_valid,1,37.27430555555556,37.33244704414005,0.2881944444444444,0.5208333333333334,0.2951388888888889,27.571107848027896,0.8090277777777778,0.2881944444444444,0.5208333333333334
random_valid,2,49.94652777777778,28.910345406538436,0.3611111111111111,0.6076388888888888,0.3333333333333333,35.13615459915166,0.8142361111111112,0.3159722222222222,0.6006944444444444
random_valid,4,50.689236111111114,26.14937102473697,0.3472222222222222,0.6527777777777778,0.3784722222222222,39.065629087043874,0.8090277777777778,0.2925347222222222,0.6455439814814814
random_valid,8,51.07152777777778,25.496990771938414,0.3402777777777778,0.6597222222222222,0.3506944444444444,38.06627002705596,0.7951388888888888,0.2951388888888889,0.6307167658730158
random_valid,16,52.55486111111111,26.338650419184116,0.375,0.625,0.3159722222222222,36.43707670424454,0.7894965277777778,0.2966579861111111,0.6250717453842454
random_valid,32,55.17048611111111,26.63883355970019,0.4236111111111111,0.5763888888888888,0.2847222222222222,31.743454976649893,0.7874348958333334,0.2989366319444444,0.62101698844966
