strategy,n,mean_true_utility,std_true_utility,success_rate,semantic_bad_rate,loophole_rate,mean_proxy_true_gap,mean_pool_pass_rate,mean_pool_exec_success_rate,mean_pool_valid_semantic_bad_rate
random_valid,64,53.99722222222222,26.636930284378405,0.4097222222222222,0.5902777777777778,0.3402777777777778,34.42124675586597,0.7888454861111112,0.2989366319444444,0.6212857033724553
random_valid,128,49.794444444444444,25.752901877089098,0.3263888888888889,0.6736111111111112,0.3854166666666667,39.926255155115456,0.7919921875,0.298583984375,0.6229405363878605
simulator_proxy,1,37.27430555555556,37.33244704414005,0.2881944444444444,0.5208333333333334,0.2951388888888889,27.571107848027896,0.8090277777777778,0.2881944444444444,0.5208333333333334
simulator_proxy,2,40.41354166666667,26.823797042203473,0.2222222222222222,0.7465277777777778,0.5104166666666666,52.94209433473068,0.8142361111111112,0.3159722222222222,0.6006944444444444
simulator_proxy,4,30.666319444444444,19.055572799026358,0.09027777777777778,0.9097222222222222,0.7881944444444444,77.30487175070091,0.8090277777777778,0.2925347222222222,0.6455439814814814
simulator_proxy,8,23.321180555555557,13.794328077263302,0.03819444444444445,0.9618055555555556,0.9409722222222222,92.41922617756873,0.7951388888888888,0.2951388888888889,0.6307167658730158
simulator_proxy,16,17.773958333333333,4.425391845679305,0.0,1.0,1.0,104.13905429388623,0.7894965277777778,0.2966579861111111,0.6250717453842454
simulator_proxy,32,16.358333333333334,2.303988361372075,0.0,1.0,1.0,108.20689358959254,0.7874348958333334,0.2989366319444444,0.62101698844966
simulator_proxy,64,15.941666666666666,0.7071067811865481,0.0,1.0,1.0,109.58514967641663,0.7888454861111112,0.2989366319444444,0.6212857033724553
simulator_proxy,128,15.899999999999999,0.0,0.0,1.0,1.0,109.82827272571018,0.7919921875,0.298583984375,0.6229405363878605
symbolic_proxy,1,37.27430555555556,37.33244704414005,0.2881944444444444,0.5208333333333334,0.2951388888888889,27.571107848027896,0.8090277777777778,0.2881944444444444,0.5208333333333334
symbolic_proxy,2,40.418055555555554,26.821793242094035,0.2222222222222222,0.7465277777777778,0.5104166666666666,52.94925537276233,0.8142361111111112,0.3159722222222222,0.6006944444444444
symbolic_proxy,4,30.74756944444444,19.04634164243405,0.09027777777777778,0.9097222222222222,0.7881944444444444,77.39631600924521,0.8090277777777778,0.2925347222222222,0.6455439814814814
symbolic_proxy,8,23.474652777777777,13.851729154725799,0.03819444444444445,0.9618055555555556,0.9409722222222222,92.5749732008433,0.7951388888888888,0.2951388888888889,0.6307167658730158
symbolic_proxy,16,17.900347222222223,4.722446202642905,0.0,1.0,1.0,104.28001186443913,0.7894965277777778,0.2966579861111111,0.6250717453842454
symbolic_proxy,32,16.40798611111111,2.5535871005207174,0.0,1.0,1.0,108.25909656907487,0.7874348958333334,0.2989366319444444,0.62101698844966
symbolic_proxy,64,15.946180555555555,0.7837100158150908,0.0,1.0,1.0,109.58971570870627,0.7888454861111112,0.2989366319444444,0.6212857033724553
symbolic_proxy,128,15.899999999999999,0.0,0.0,1.0,1.0,109.82827272571018,0.7919921875,0.298583984375,0.6229405363878605
uncertainty_lcb,1,37.27430555555556,37.33244704414005,0.2881944444444444,0.5208333333333334,0.2951388888888889,27.571107848027896,0.8090277777777778,0.2881944444444444,0.5208333333333334
uncertainty_lcb,2,56.409375,29.25565222421916,0.46875,0.5,0.22569444444444445,22.717525963105246,0.8142361111111112,0.3159722222222222,0.6006944444444444
uncertainty_lcb,4,68.24340277777777,23.282748280107214,0.6493055555555556,0.3506944444444444,0.09375,6.705857999009252,0.8090277777777778,0.2925347222222222,0.6455439814814814
uncertainty_lcb,8,79.73888888888888,13.092334172795198,0.8784722222222222,0.12152777777777778,0.0,-12.45098267631093,0.7951388888888888,0.2951388888888889,0.6307167658730158
uncertainty_lcb,16,83.76666666666667,5.7229898864507955,0.9791666666666666,0.020833333333333332,0.0,-18.142468110375077,0.7894965277777778,0.2966579861111111,0.6250717453842454
uncertainty_lcb,32,84.46111111111111,2.3570226039551567,0.9965277777777778,0.003472222222222222,0.0,-18.98913032132376,0.7874348958333334,0.2989366319444444,0.62101698844966
uncertainty_lcb,64,84.6,0.0,1.0,0.0,0.0,-19.065496854931435,0.7888454861111112,0.2989366319444444,0.6212857033724553
uncertainty_lcb,128,84.6,0.0,1.0,0.0,0.0,-18.95038609117846,0.7919921875,0.298583984375,0.6229405363878605
